Chemical Formula,Trace,State,Date
B6I,"['6BI', 'BI6', 'I6B']",Gas,2012-03-31 03:45:53
LR0,"['0RL', 'RL0', '0RL']",Gas,2016-07-24 21:26:10
H7M,[],Solid,2011-05-25 10:52:28
N0L,"['N0L', 'LN0']",Liquid,2018-09-07 01:08:47
RL1,"['R1L', 'LR1', 'LR1']",Liquid,2011-06-27 10:33:43
D6I,"['D6I', '6DI', '6ID']",Gas,2016-04-03 11:14:49
0AN,"['N0A', 'AN0']",Solid,2011-04-01 20:12:03
0KF,[],Solid,2020-11-30 08:01:02
A3C,[],Liquid,2019-09-04 14:49:36
O9V,"['9OV', '9VO', '9OV']",Liquid,2020-02-23 07:03:12
V6I,"['6IV', 'V6I', 'I6V']",Solid,2011-07-12 00:15:04
PF2,"['2PF', 'F2P', '2PF']",Supercritical fluid,2018-07-05 07:03:18
DP3,[],Liquid,2012-06-07 13:45:48
SY0,"['S0Y', 'SY0', 'S0Y']",Liquid,2012-12-03 08:39:49
N4B,[],Gas,2019-04-04 13:20:55
M8R,"['8MR', 'MR8', 'RM8']",Gas,2016-01-24 03:53:14
I6T,[],Liquid,2016-04-12 03:11:28
T8B,"['B8T', '8BT']",Gas,2011-11-30 21:11:33
OK6,"['6OK', '6OK', 'OK6']",Solid,2011-10-07 08:26:29
WK6,"['WK6', 'WK6']",Gas,2016-08-21 22:55:32
V0T,['0TV'],Gas,2015-08-10 09:52:45
7RB,"['R7B', 'RB7', 'RB7']",Supercritical fluid,2019-10-01 19:12:29
NB0,['NB0'],Gas,2010-07-06 10:46:53
7WB,"['BW7', 'WB7', 'WB7']",Solid,2017-10-16 14:00:02
EN2,"['EN2', 'E2N', 'NE2']",Liquid,2016-07-11 06:53:58
GK9,"['G9K', '9GK']",Gas,2010-06-15 21:06:55
9CV,"['CV9', '9VC', '9CV']",Gas,2018-07-05 17:11:20
4TR,['4RT'],Solid,2019-05-28 15:25:14
7BJ,[],Gas,2015-06-16 04:59:39
7RE,['7RE'],Gas,2020-03-06 05:49:39
BD2,['BD2'],Solid,2018-06-18 05:10:58
2FS,[],Liquid,2015-02-21 11:01:13
M2X,"['XM2', 'XM2']",Liquid,2012-12-08 08:30:05
4YQ,"['4QY', 'QY4']",Liquid,2010-06-20 14:30:17
D0M,[],Liquid,2011-11-13 15:34:48
E7M,"['E7M', '7ME', '7ME']",Liquid,2014-02-09 12:49:45
2GU,['U2G'],Gas,2020-02-09 00:10:32
1LJ,['1JL'],Liquid,2015-06-29 22:21:22
M6X,"['M6X', 'X6M']",Liquid,2010-12-22 19:54:28
S0Y,['YS0'],Liquid,2018-09-23 18:16:39
A3F,['AF3'],Gas,2016-01-03 01:09:11
3ZP,['3ZP'],Solid,2014-12-30 02:27:03
N7X,['XN7'],Solid,2011-01-18 22:11:25
3OL,"['O3L', 'L3O', 'LO3']",Gas,2019-08-08 00:27:12
5LJ,['5JL'],Gas,2017-10-25 21:41:29
VZ6,"['6ZV', 'V6Z', 'V6Z']",Solid,2020-01-18 12:13:10
AH0,"['0HA', '0HA']",Solid,2011-05-30 03:22:29
SK5,"['SK5', '5KS', '5KS']",Liquid,2018-11-09 02:59:58
4RM,[],Gas,2012-01-04 10:32:56
0MF,['F0M'],Solid,2016-09-22 07:29:10
I0D,"['0ID', 'DI0']",Gas,2014-09-16 11:14:29
L4M,['L4M'],Gas,2013-01-05 13:55:26
Z8X,"['X8Z', 'XZ8']",Solid,2013-08-28 06:41:35
9IJ,[],Solid,2019-09-13 10:27:02
T7T,['T7T'],Gas,2021-11-12 00:29:18
WX2,"['2XW', 'W2X']",Gas,2016-12-27 23:02:44
NX3,['N3X'],Gas,2021-07-13 08:08:41
U6T,"['6UT', 'U6T']",Liquid,2011-03-25 16:04:17
1CC,"['CC1', 'C1C']",Solid,2016-08-15 17:06:43
X1U,"['U1X', '1XU', 'X1U']",Solid,2015-01-24 10:58:20
4CX,['4CX'],Solid,2021-02-26 12:58:07
Y1T,"['Y1T', '1YT', 'YT1']",Liquid,2019-06-26 22:29:25
SA6,"['AS6', 'S6A']",Liquid,2020-08-25 06:32:38
M3H,['MH3'],Liquid,2012-07-13 04:39:22
T6M,[],Liquid,2016-04-02 15:37:24
R7A,[],Solid,2014-12-29 02:31:10
0QA,[],Gas,2015-06-30 16:36:47
SV6,['S6V'],Liquid,2020-02-20 09:08:40
KI5,"['KI5', 'KI5', 'IK5']",Gas,2015-07-24 06:35:03
CJ6,[],Solid,2017-11-13 06:40:00
EY8,"['Y8E', '8EY']",Liquid,2018-07-03 16:45:17
1TS,[],Solid,2010-01-08 16:12:41
KF4,"['F4K', '4KF']",Solid,2011-12-05 15:07:46
4PN,['4PN'],Liquid,2018-01-30 07:35:21
2TF,"['2FT', 'TF2', 'F2T']",Gas,2016-11-09 19:22:57
4VE,['4VE'],Gas,2013-02-18 00:56:42
BE3,[],Solid,2012-03-29 02:30:13
Q9K,"['9QK', 'QK9', 'QK9']",Solid,2016-10-18 23:22:10
FE7,[],Gas,2016-10-09 13:42:58
Y9H,"['YH9', 'Y9H', 'H9Y']",Gas,2021-04-30 23:47:06
I1X,['IX1'],Gas,2013-01-14 05:08:14
LN5,['L5N'],Gas,2010-11-24 10:32:34
S0R,['S0R'],Solid,2020-12-31 22:58:57
8MV,"['8VM', '8MV']",Solid,2019-06-11 19:17:48
A7L,"['AL7', '7AL', 'LA7']",Solid,2012-07-28 01:00:03
7YR,"['7RY', 'R7Y', 'RY7']",Liquid,2014-04-04 12:34:17
FL4,['4FL'],Gas,2018-12-14 19:49:18
6UQ,['U6Q'],Gas,2018-01-27 12:58:36
8TA,"['A8T', '8TA']",Gas,2020-12-23 14:03:32
4VE,[],Gas,2015-10-22 01:20:59
4GL,[],Gas,2012-04-17 02:07:35
0NZ,"['NZ0', 'N0Z']",Gas,2018-09-28 11:38:12
O5N,"['5NO', 'NO5', '5NO']",Gas,2021-09-20 22:12:25
5JP,"['5JP', 'J5P']",Liquid,2010-12-07 06:58:57
KO6,['OK6'],Solid,2012-08-10 06:51:49
3JF,"['FJ3', 'F3J']",Solid,2019-11-29 19:21:59
6ER,[],Liquid,2011-04-25 06:03:18
S6Q,['S6Q'],Solid,2011-04-16 07:14:19
X2E,['X2E'],Liquid,2013-08-25 11:24:46
A4N,[],Solid,2021-10-18 14:00:09
3EL,[],Solid,2017-04-28 00:33:32
Q3X,"['XQ3', 'QX3']",Liquid,2021-08-17 15:22:36
2FQ,"['F2Q', '2FQ']",Liquid,2016-06-26 07:30:42
PI1,[],Liquid,2014-02-03 10:12:31
9QO,['9OQ'],Solid,2019-01-15 11:12:19
4NS,[],Gas,2012-11-25 10:21:13
H6Q,[],Solid,2013-03-22 19:45:24
AO4,['A4O'],Solid,2017-04-11 08:31:48
D8Q,"['DQ8', 'QD8', 'D8Q']",Liquid,2021-07-18 03:31:38
5OV,"['O5V', 'VO5']",Gas,2016-02-20 02:51:15
AI3,"['3AI', 'A3I']",Gas,2014-07-18 06:36:46
A2W,"['A2W', 'AW2']",Solid,2014-03-06 11:03:08
V0B,[],Liquid,2011-09-08 06:44:33
G3W,"['3WG', 'W3G']",Gas,2016-11-06 00:19:43
Z6U,['UZ6'],Liquid,2014-11-02 03:06:47
JY9,['YJ9'],Solid,2019-02-08 13:31:45
T5C,[],Gas,2020-12-07 19:48:10
QC1,[],Liquid,2013-04-21 18:20:26
0AX,[],Gas,2018-03-28 04:33:26
S6H,['S6H'],Solid,2015-02-19 13:51:23
Q6R,"['6QR', 'RQ6']",Solid,2010-09-24 19:52:44
I8C,"['I8C', 'CI8']",Gas,2021-10-30 23:23:51
UH5,[],Liquid,2021-05-20 04:09:03
O4M,['MO4'],Liquid,2012-03-06 22:59:27
7PB,"['PB7', 'BP7']",Solid,2018-04-02 00:56:36
5SX,[],Liquid,2014-05-25 03:49:45
2HS,[],Solid,2012-11-06 06:04:26
WR8,"['W8R', 'W8R', 'WR8']",Solid,2017-02-27 01:34:42
R3W,[],Gas,2020-05-21 09:23:02
R2H,['HR2'],Liquid,2014-11-14 09:15:21
2QF,"['F2Q', '2FQ']",Gas,2014-07-07 03:19:25
9SP,"['SP9', '9PS', 'SP9']",Solid,2017-06-08 03:23:55
5ZH,[],Solid,2010-09-16 22:48:22
QN6,"['N6Q', '6QN']",Solid,2010-09-27 15:56:24
F7R,"['FR7', '7RF']",Liquid,2010-11-24 23:14:05
SU1,"['SU1', 'US1']",Solid,2018-06-30 17:52:29
IB2,[],Liquid,2015-01-29 07:39:36
7WV,"['W7V', '7WV', 'W7V']",Gas,2019-03-09 01:23:40
AO4,"['AO4', 'OA4']",Solid,2018-03-08 20:03:10
P4P,"['4PP', 'P4P']",Gas,2012-05-24 10:12:09
Z5T,"['ZT5', '5TZ']",Gas,2018-08-07 09:21:44
F2Q,"['Q2F', 'F2Q']",Gas,2018-01-24 08:38:06
6UO,"['OU6', 'UO6']",Gas,2016-11-24 04:44:37
3NM,"['M3N', 'MN3']",Solid,2012-07-28 07:50:39
0AQ,[],Solid,2014-12-23 19:38:13
DR9,[],Liquid,2020-09-01 17:45:41
Z9T,[],Gas,2016-03-02 17:34:05
ZY7,"['YZ7', 'Y7Z', 'Y7Z']",Gas,2014-04-24 03:16:19
9BE,['B9E'],Liquid,2020-07-28 16:19:26
R8N,['R8N'],Gas,2016-04-20 07:25:52
X8C,['CX8'],Plasma,2014-03-12 01:36:19
0DI,['DI0'],Liquid,2014-07-01 23:31:12
S3P,"['S3P', 'SP3']",Liquid,2016-05-09 11:17:22
A0W,"['A0W', '0AW', 'A0W']",Liquid,2015-07-03 16:00:54
E3H,"['HE3', '3EH']",Gas,2011-04-07 07:24:20
F2W,['2FW'],Plasma,2015-07-14 13:33:47
3CK,"['C3K', 'K3C', 'K3C']",Gas,2012-01-14 00:12:50
IU4,['U4I'],Liquid,2017-12-23 11:26:25
RF6,"['R6F', '6RF']",Gas,2021-05-14 19:37:15
UE5,"['U5E', 'EU5', 'U5E']",Liquid,2010-12-28 05:59:00
7TK,"['T7K', 'KT7', 'KT7']",Gas,2020-11-09 12:26:01
8GR,"['RG8', '8GR', 'R8G']",Gas,2011-05-19 17:10:31
WP7,[],Liquid,2011-03-21 23:12:54
CC9,['C9C'],Liquid,2012-06-15 16:53:18
U1J,['UJ1'],Solid,2010-10-27 08:08:56
1MW,"['WM1', '1WM']",Solid,2011-07-28 01:49:29
NI1,"['IN1', 'N1I', '1IN']",Solid,2015-08-26 11:15:54
5DY,"['5DY', 'YD5']",Liquid,2020-07-13 19:06:51
SN4,['4SN'],Gas,2012-05-03 23:20:49
7MP,['P7M'],Solid,2015-01-13 22:28:07
6NJ,['J6N'],Gas,2012-05-15 18:15:41
0KK,['0KK'],Gas,2019-04-20 05:19:37
M5Z,[],Liquid,2017-02-03 19:05:07
3GC,[],Solid,2021-10-26 20:17:20
F6Y,[],Solid,2012-10-08 01:50:16
T6V,"['V6T', 'TV6', 'V6T']",Gas,2015-04-11 17:40:41
SA5,"['S5A', '5AS']",Liquid,2015-10-05 05:21:11
9HY,[],Solid,2020-12-21 13:29:23
OR8,['RO8'],Solid,2018-11-26 15:07:06
4NR,"['NR4', '4NR', '4RN']",Liquid,2016-09-26 16:43:53
JH8,"['8JH', '8HJ', 'HJ8']",Gas,2020-04-21 10:19:32
ZJ9,"['9ZJ', '9JZ']",Liquid,2010-01-19 14:12:16
5WV,['V5W'],Solid,2012-11-12 08:07:36
G4S,"['SG4', 'S4G']",Liquid,2010-05-09 11:15:16
B7L,[],Liquid,2021-02-24 12:09:34
V2F,[],Solid,2020-08-10 08:46:46
N3S,"['3NS', 'N3S']",Solid,2012-07-17 08:19:53
0IQ,['0QI'],Liquid,2016-11-11 06:18:41
3FU,"['FU3', 'FU3']",Liquid,2019-04-25 23:53:36
WJ6,['JW6'],Gas,2010-06-25 17:24:05
BZ1,[],Solid,2020-10-28 03:54:57
U3N,"['NU3', 'N3U', 'NU3']",Liquid,2010-07-24 15:13:38
7LE,"['7LE', '7LE', 'L7E']",Solid,2015-05-07 18:07:21
3CR,"['RC3', 'C3R']",Solid,2017-05-14 19:04:46
RT9,[],Liquid,2013-10-04 18:47:29
I9M,"['I9M', '9IM']",Liquid,2013-08-12 13:24:24
FR9,[],Liquid,2015-05-17 05:53:51
U3I,"['3IU', 'U3I']",Gas,2019-09-07 10:34:20
BP5,"['PB5', 'B5P', 'PB5']",Gas,2016-07-28 07:37:21
4CY,['C4Y'],Gas,2012-03-31 17:25:32
U7U,"['UU7', '7UU', 'U7U']",Gas,2015-05-13 03:48:54
6CZ,[],Liquid,2013-12-18 08:48:50
D7S,[],Gas,2011-02-19 13:55:37
M4K,[],Solid,2020-01-31 14:58:43
EF4,"['4EF', 'FE4', 'E4F']",Liquid,2021-01-11 19:11:14
K6S,['S6K'],Solid,2014-01-13 15:27:40
G4V,"['V4G', 'VG4', '4VG']",Gas,2012-10-04 00:00:57
N4I,[],Gas,2011-12-12 03:41:12
HV7,"['VH7', 'VH7']",Gas,2012-12-08 09:26:40
DU1,['D1U'],Gas,2011-07-28 05:07:25
8AC,['8CA'],Liquid,2013-02-19 17:36:31
NX3,[],Liquid,2012-04-22 02:21:47
7CW,"['7CW', '7CW', 'WC7']",Liquid,2012-05-28 04:01:20
Y4V,['VY4'],Gas,2017-02-17 11:53:51
K3L,"['L3K', 'K3L', 'K3L']",Liquid,2018-07-07 01:55:37
B6S,[],Gas,2016-12-24 13:59:22
FC6,[],Liquid,2012-12-31 05:05:10
S2D,['SD2'],Solid,2018-01-27 15:25:40
6WE,['6EW'],Gas,2019-01-23 00:23:42
6TD,[],Solid,2021-03-10 19:24:19
VQ2,"['VQ2', '2QV', 'QV2']",Gas,2014-08-30 13:35:55
N5L,[],Plasma,2017-03-22 23:02:31
P5B,['P5B'],Liquid,2010-09-22 17:40:40
GM2,"['2GM', '2GM', '2GM']",Gas,2012-07-01 17:40:52
7VP,[],Gas,2011-06-06 17:51:16
5UD,"['D5U', 'DU5']",Solid,2018-06-09 22:54:54
N5N,['NN5'],Gas,2017-01-04 20:59:04
7NQ,[],Liquid,2010-01-24 00:53:42
RK2,"['KR2', 'KR2', 'KR2']",Liquid,2010-12-16 11:11:50
6PF,"['6PF', 'PF6', 'PF6']",Gas,2016-05-06 13:17:09
JT6,"['6JT', 'J6T', 'JT6']",Liquid,2020-04-14 02:24:37
A2G,"['G2A', 'G2A']",Liquid,2011-09-30 12:08:38
YU8,"['8YU', 'UY8', 'Y8U']",Gas,2021-02-25 03:56:58
Z5V,['V5Z'],Liquid,2010-12-10 10:05:01
C2L,[],Gas,2012-04-01 06:33:14
9QC,"['9QC', '9CQ', '9QC']",Liquid,2014-03-08 10:38:57
3FZ,['3ZF'],Liquid,2019-11-14 17:03:22
FL3,"['F3L', '3FL', 'F3L']",Liquid,2019-06-13 17:05:48
I2G,['2GI'],Gas,2010-03-12 17:44:29
5QJ,['5QJ'],Liquid,2017-08-19 02:21:47
4ZF,[],Solid,2012-11-28 00:33:46
7MJ,"['M7J', '7MJ', 'JM7']",Liquid,2014-11-09 14:24:36
WX4,"['4WX', '4XW']",Gas,2013-01-27 09:07:02
3OV,"['3OV', 'V3O', 'VO3']",Liquid,2017-02-27 07:13:53
1WA,"['W1A', 'W1A']",Liquid,2014-10-20 18:47:58
VN3,[],Solid,2016-06-16 19:36:21
P8Q,['8QP'],Solid,2021-06-26 00:24:02
0KS,"['SK0', 'KS0']",Gas,2012-03-31 05:24:16
E8F,"['FE8', 'FE8', 'E8F']",Solid,2016-09-07 01:11:23
EP0,[],Solid,2020-05-21 23:47:15
T4C,[],Solid,2014-08-20 09:28:05
WB8,"['W8B', 'B8W']",Gas,2010-01-24 19:53:53
NN5,[],Gas,2015-07-10 21:38:24
VA9,['A9V'],Solid,2017-01-27 03:20:05
2EA,"['A2E', '2EA']",Solid,2011-06-23 11:22:31
6NS,['N6S'],Solid,2021-12-18 14:25:07
V5Q,"['QV5', '5QV', '5QV']",Liquid,2016-09-16 17:10:13
3QO,"['O3Q', 'Q3O']",Liquid,2013-04-17 20:03:51
T7F,[],Gas,2021-06-27 10:08:32
3WP,['W3P'],Solid,2011-11-20 09:32:19
8GY,[],Liquid,2019-03-18 07:14:13
6JX,['6XJ'],Gas,2020-04-27 14:54:51
FR2,['2FR'],Solid,2016-07-20 13:00:15
V8C,"['VC8', 'VC8']",Liquid,2013-12-25 19:17:37
JM0,['0JM'],Solid,2013-06-24 15:47:03
9NX,"['X9N', '9XN']",Gas,2012-08-22 10:28:07
5VC,"['V5C', 'VC5', 'V5C']",Solid,2014-10-22 08:51:15
1MP,"['P1M', 'M1P']",Liquid,2019-06-19 16:59:30
Z7B,"['7BZ', '7ZB', '7ZB']",Liquid,2010-08-06 08:41:04
KO8,"['8KO', 'K8O', 'OK8']",Liquid,2010-06-18 14:22:32
5RO,['5OR'],Solid,2014-08-22 10:20:13
VQ7,[],Liquid,2013-11-15 06:10:44
GJ7,"['G7J', '7JG']",Gas,2011-02-05 08:22:34
SA4,['S4A'],Solid,2020-08-20 12:55:40
0VU,"['U0V', 'VU0', '0UV']",Solid,2020-05-05 06:14:34
P4Z,"['4PZ', 'P4Z', 'Z4P']",Liquid,2018-09-26 14:51:34
L6G,[],Solid,2016-04-10 00:16:45
XX5,['XX5'],Liquid,2015-12-24 17:19:30
TZ5,['T5Z'],Liquid,2011-08-14 18:14:04
YJ8,"['J8Y', '8YJ']",Gas,2019-08-08 21:20:50
IH9,['9HI'],Solid,2011-06-21 00:38:02
AI8,"['AI8', 'AI8']",Liquid,2011-08-04 07:08:57
0EN,"['N0E', 'E0N', 'E0N']",Solid,2018-09-21 09:04:31
I8R,"['R8I', 'I8R']",Gas,2020-04-08 20:24:33
E2S,['SE2'],Gas,2021-12-23 21:34:16
I6D,"['ID6', '6DI']",Solid,2018-02-18 09:25:39
JY0,"['J0Y', '0JY']",Liquid,2012-05-23 23:59:31
0OT,"['T0O', '0TO', 'TO0']",Liquid,2010-04-10 15:50:49
CF4,[],Liquid,2014-07-06 16:46:08
C1H,"['1CH', 'CH1', 'HC1']",Liquid,2019-12-10 04:27:35
GJ9,"['JG9', '9GJ']",Gas,2019-10-24 07:45:53
A2C,[],Gas,2011-09-10 08:30:32
9IK,"['I9K', '9IK']",Gas,2021-07-10 14:51:40
DX0,"['0XD', 'X0D']",Solid,2020-07-09 03:53:26
P4W,"['W4P', 'PW4', 'P4W']",Solid,2013-05-20 15:10:01
LJ5,['J5L'],Gas,2012-10-04 08:22:45
U8H,"['H8U', '8UH', '8UH']",Liquid,2013-08-13 18:26:01
W2X,['W2X'],Gas,2018-05-10 08:02:28
6UV,['6VU'],Gas,2012-02-26 00:03:02
1RD,['1RD'],Gas,2011-07-12 10:55:13
5ET,['5ET'],Solid,2015-12-12 20:11:35
7JY,[],Solid,2010-11-09 05:51:07
2XY,[],Liquid,2017-01-19 16:19:42
3HP,[],Gas,2021-07-08 17:00:31
4GZ,['4GZ'],Solid,2015-08-01 05:13:29
K3E,"['K3E', '3KE']",Solid,2014-02-23 16:31:58
1YY,['Y1Y'],Liquid,2011-03-08 02:09:22
NK0,"['0KN', '0KN']",Gas,2016-12-15 20:45:23
8OE,[],Liquid,2015-07-06 18:43:43
OR0,"['0OR', 'OR0', 'R0O']",Liquid,2013-11-12 05:11:29
BF2,"['2BF', 'FB2']",Liquid,2015-12-02 07:35:40
RL3,[],Liquid,2016-07-21 22:09:11
9XT,[],Solid,2013-11-01 22:18:10
F8M,['M8F'],Solid,2018-10-11 16:13:54
O7Z,[],Gas,2014-01-18 15:02:54
FL7,[],Gas,2021-03-24 09:33:04
IX5,[],Liquid,2021-10-11 17:27:14
ZR0,[],Liquid,2020-01-01 07:51:07
9JS,[],Gas,2011-11-22 05:11:44
JW2,"['W2J', 'JW2']",Gas,2014-04-20 21:32:46
A1Q,"['QA1', 'QA1', 'Q1A']",Gas,2015-12-29 02:52:43
9EH,['9HE'],Gas,2012-10-08 19:33:04
BJ3,"['B3J', 'B3J', '3JB']",Solid,2011-10-29 07:02:04
YD0,['Y0D'],Gas,2012-10-30 12:55:17
H3B,['3BH'],Solid,2019-10-14 09:03:37
KN5,"['KN5', 'KN5']",Gas,2021-10-17 02:40:27
VL5,[],Solid,2014-08-17 16:55:10
SF7,"['FS7', '7FS']",Liquid,2011-01-29 17:12:08
8NP,"['P8N', '8PN']",Liquid,2014-07-31 18:28:07
O7C,"['7CO', 'CO7', '7OC']",Liquid,2013-09-07 03:38:57
F7J,"['7JF', 'FJ7']",Liquid,2012-02-18 14:12:36
3KN,"['3KN', '3KN', '3NK']",Solid,2012-07-26 11:28:02
6PC,[],Solid,2014-01-20 02:21:21
XK2,"['X2K', '2KX']",Liquid,2021-09-27 23:27:26
JN3,"['NJ3', 'JN3', 'N3J']",Solid,2013-11-09 19:08:19
C1V,"['1VC', '1VC']",Gas,2017-09-11 12:24:43
C1N,"['C1N', '1CN']",Gas,2014-08-02 08:32:48
7GV,[],Liquid,2021-08-21 11:53:58
XN8,"['8NX', 'X8N', 'N8X']",Liquid,2015-12-21 12:07:53
W4Q,['QW4'],Gas,2016-06-05 13:32:23
NC0,"['0CN', '0CN']",Liquid,2013-06-06 05:18:44
5RZ,[],Gas,2018-09-25 23:32:30
DK9,"['K9D', 'D9K']",Gas,2018-05-27 11:44:22
QF6,"['FQ6', '6QF', '6FQ']",Liquid,2021-05-14 04:10:50
MP6,"['P6M', 'PM6', 'M6P']",Gas,2015-11-07 11:40:46
S6Y,['Y6S'],Solid,2011-07-20 15:29:46
WW0,['W0W'],Solid,2021-11-27 16:42:22
K5O,"['KO5', '5OK']",Liquid,2016-02-07 16:13:01
TP9,"['9TP', 'T9P', '9PT']",Gas,2019-06-14 18:56:57
L8K,"['K8L', '8LK', '8LK']",Solid,2018-03-10 03:21:20
NQ0,['0NQ'],Liquid,2021-12-28 05:13:38
VU4,['4VU'],Liquid,2017-04-16 21:37:34
QA9,"['AQ9', '9AQ']",Solid,2010-12-03 01:21:15
K5D,['K5D'],Gas,2016-09-12 15:20:51
Z1O,"['ZO1', 'Z1O']",Solid,2021-11-21 16:49:39
8JV,"['8JV', 'V8J']",Solid,2020-08-17 16:45:38
TG1,"['T1G', 'TG1', 'G1T']",Liquid,2015-02-11 18:41:12
A1M,[],Gas,2018-12-31 19:03:02
F7L,"['FL7', 'LF7', 'F7L']",Solid,2011-10-15 01:00:56
V2M,"['2VM', '2VM', 'M2V']",Gas,2011-08-22 05:07:42
1LE,"['1EL', 'E1L', 'EL1']",Liquid,2021-11-26 07:35:20
Y3Z,"['Z3Y', 'ZY3', 'ZY3']",Gas,2019-09-11 19:59:48
Y0O,['O0Y'],Liquid,2018-03-17 22:54:27
W2U,[],Liquid,2016-08-22 00:25:12
4TL,[],Liquid,2011-02-25 08:49:14
BX4,[],Liquid,2019-12-20 02:18:29
LC8,[],Gas,2015-06-22 15:32:15
6AT,['A6T'],Gas,2014-09-25 05:27:13
4FO,[],Gas,2021-05-14 18:47:38
ZG9,[],Liquid,2015-03-08 08:15:09
5HK,"['HK5', '5HK', '5KH']",Solid,2020-07-14 20:35:17
ZZ0,['Z0Z'],Supercritical fluid,2017-06-09 02:40:23
KZ8,"['Z8K', 'K8Z']",Solid,2012-02-16 04:10:36
3FC,['3CF'],Liquid,2015-02-12 12:17:23
9IF,"['F9I', 'I9F', 'I9F']",Solid,2015-12-30 06:46:06
JK6,"['6JK', '6KJ', 'KJ6']",Liquid,2017-02-09 21:37:51
SH0,['H0S'],Liquid,2013-02-26 18:03:06
CJ7,['C7J'],Solid,2020-09-04 12:49:11
L4F,"['F4L', 'FL4', 'L4F']",Solid,2010-10-26 08:41:29
KE0,['0KE'],Solid,2012-03-16 23:33:11
UZ4,['4UZ'],Gas,2011-08-23 07:43:34
AG5,[],Gas,2012-06-13 23:38:11
H0T,"['0HT', '0HT', '0TH']",Liquid,2019-01-28 04:58:39
8GD,[],Gas,2020-11-06 04:51:53
2FA,"['A2F', 'A2F']",Solid,2015-08-10 16:39:32
V6X,"['XV6', '6XV']",Liquid,2014-12-08 23:41:45
3MK,"['K3M', 'KM3']",Gas,2012-09-25 00:58:34
2WU,"['WU2', 'W2U', 'W2U']",Gas,2012-12-24 11:44:53
9SE,"['SE9', '9SE', 'SE9']",Liquid,2018-10-23 14:00:49
IC4,[],Gas,2019-07-20 03:41:19
A2Y,"['YA2', 'Y2A']",Liquid,2011-07-09 10:18:43
6AB,"['AB6', '6BA']",Liquid,2015-10-31 09:51:17
OC4,"['4OC', 'O4C']",Solid,2012-01-31 16:54:16
0JF,[],Liquid,2019-10-14 22:51:52
Y5H,"['5YH', 'HY5']",Solid,2010-06-20 21:56:05
G8W,"['W8G', '8GW', 'W8G']",Solid,2012-03-25 15:19:35
7JT,"['J7T', '7TJ', '7TJ']",Solid,2016-01-14 02:34:14
OT5,['5OT'],Liquid,2019-05-25 03:00:44
L9Q,"['Q9L', '9LQ']",Solid,2011-07-17 08:23:58
IV3,"['3IV', 'VI3', 'IV3']",Gas,2016-08-10 08:24:30
2VA,"['VA2', 'V2A']",Gas,2014-03-23 21:05:57
TP0,"['PT0', 'PT0', 'P0T']",Liquid,2021-08-29 01:18:35
N5L,"['5NL', 'LN5', 'NL5']",Solid,2014-11-01 19:30:08
O0R,"['O0R', 'OR0']",Liquid,2012-11-16 05:37:55
MM4,"['4MM', 'MM4']",Liquid,2017-01-08 10:33:11
QC1,['QC1'],Solid,2013-12-29 20:59:38
O4Q,['4QO'],Solid,2018-10-12 10:21:41
G9C,['G9C'],Gas,2014-01-07 08:40:50
3ZV,"['ZV3', 'Z3V']",Gas,2017-03-28 20:56:03
OK9,"['9OK', 'KO9']",Liquid,2011-11-01 17:02:12
1YS,[],Solid,2015-01-13 19:54:01
Q0F,"['FQ0', '0FQ']",Solid,2019-05-20 08:57:14
HL8,[],Solid,2013-08-03 18:04:23
6ND,[],Gas,2013-08-10 12:59:35
IG5,[],Solid,2021-12-12 07:39:32
1PJ,[],Liquid,2016-02-04 22:37:00
2BG,[],Gas,2020-03-24 10:59:24
VI5,[],Liquid,2019-03-02 19:13:46
EH4,"['HE4', '4HE']",Solid,2021-03-20 21:01:49
H6J,"['J6H', 'J6H', 'H6J']",Solid,2014-08-22 23:52:19
5HD,"['H5D', 'H5D', '5HD']",Solid,2021-06-04 22:21:58
2YL,['YL2'],Gas,2013-11-18 02:42:00
U1O,"['UO1', '1UO']",Gas,2012-12-31 18:16:39
EA1,['1EA'],Solid,2011-03-31 15:11:25
ZE3,['EZ3'],Solid,2019-10-12 18:28:09
4HH,"['4HH', '4HH', '4HH']",Liquid,2010-02-03 07:57:37
G1L,"['LG1', 'G1L']",Gas,2018-10-26 10:01:56
9CO,[],Gas,2012-05-20 09:17:34
4PC,"['4PC', 'P4C']",Liquid,2013-11-08 09:22:12
F3S,"['3FS', 'F3S', 'S3F']",Liquid,2019-04-13 17:14:06
9FJ,"['J9F', 'F9J', '9JF']",Liquid,2015-11-22 21:41:47
A0H,"['AH0', '0HA', 'H0A']",Liquid,2015-09-19 16:39:20
9LV,"['VL9', 'L9V']",Liquid,2020-09-20 07:21:47
L8F,['F8L'],Solid,2018-05-13 11:24:04
GT8,"['T8G', 'T8G', 'GT8']",Gas,2018-01-13 18:50:30
1NY,[],Gas,2014-04-25 08:23:27
5HK,"['HK5', 'K5H']",Liquid,2021-02-03 09:40:24
V5H,"['5HV', 'HV5']",Liquid,2020-05-23 05:34:09
U6J,"['UJ6', '6UJ', '6UJ']",Gas,2020-10-18 15:16:31
TT7,"['T7T', '7TT', '7TT']",Solid,2010-07-21 11:35:15
HR8,"['RH8', 'R8H']",Solid,2019-09-20 17:06:00
M6H,[],Gas,2017-03-04 05:52:04
